Sensor-3,100,2021-12-11T10:00:00.352Z
Sensor-3,99.50041652575496,2021-12-11T10:00:01.354Z
Sensor-3,98.0066577800494,2021-12-11T10:00:02.360Z
Sensor-3,95.53364890649937,2021-12-11T10:00:03.359Z
Sensor-3,92.10609939230139,2021-12-11T10:00:04.363Z
Sensor-3,87.75825617920407,2021-12-11T10:00:05.377Z
Sensor-3,82.53356147938679,2021-12-11T10:00:06.391Z
Sensor-3,76.48421871523567,2021-12-11T10:00:07.407Z
Sensor-3,69.67067092000327,2021-12-11T10:00:08.401Z
Sensor-3,62.16099681100008,2021-12-11T10:00:09.417Z
Sensor-3,54.03023056955504,2021-12-11T10:00:10.434Z
Sensor-3,45.359612124278684,2021-12-11T10:00:11.433Z
Sensor-3,36.23577542855082,2021-12-11T10:00:12.449Z
Sensor-3,26.749882842695722,2021-12-11T10:00:13.459Z
Sensor-3,16.99671426981206,2021-12-11T10:00:14.476Z
Sensor-3,7.073720146311194,2021-12-11T10:00:15.477Z
Sensor-3,-2.919952250630612,2021-12-11T10:00:16.487Z
Sensor-3,-12.884449449892005,2021-12-11T10:00:17.492Z
Sensor-3,-22.720209489282812,2021-12-11T10:00:18.501Z
Sensor-3,-32.328956705759445,2021-12-11T10:00:19.500Z
Sensor-3,-41.6146836733644,2021-12-11T10:00:20.507Z
